UniqueCount	AmbigCount
0	1923
22	2030
0	1937
0	2057
2	2037
12	2067
0	1945
0	1937
0	1935
1	82
0	72
1	0
0	470
19	506
0	60
1	161
0	65
2	1271
157	1270
163	0
32	0
0	1
0	1
0	123
91	163
0	108
0	8
0	8
1	8
0	0
0	0
0	0
74	0
548	0
0	0
0	13
5	13
0	2442
36	2442
0	0
342	0
1	0
324	3
100	3
2	36
0	16
2	158
0	166
2	254
0	737
234	757
22	0
172	0
0	108
0	137
0	149
0	116
0	104
0	67
0	119
0	116
4	25
0	111
0	152
0	147
0	114
0	67
0	107
0	144
0	116
0	110
0	116
0	0
0	149
0	150
0	152
0	149
73	3
2	194
0	194
58	323
0	323
8	351
2	363
4	361
0	373
98	0
760	0
0	26
0	16
23	30
0	394
12	393
757	392
0	395
0	111
6	111
0	105
0	108
0	76
0	396
0	389
221	5
103	0
1624	0
0	74
0	74
0	86
0	74
2	86
0	74
1	62
0	32
0	1014
1	788
0	659
3	625
72	777
0	1001
0	1014
9	788
0	1
0	1
0	63
0	63
4	79
0	79
0	73
1	83
0	83
1169	161
8	161
224	0
326	0
0	0
0	106
5	106
0	0
242	0
1286	0
50	76
0	418
0	542
1	174
1	181
0	422
1	570
0	567
1134	0
0	0
0	0
1	876
0	876
0	0
190	1
0	11
6	18
1	18
1	0
1940	0
3	0
2	0
65	0
1	104
0	67
0	0
340	0
2	89
60	89
0	755
0	754
3	754
21	754
6	754
1931	1
0	9
0	8
0	9
0	1
0	1
0	413
0	461
0	431
0	413
1	471
0	473
1	154
0	104
0	149
0	173
0	154
0	172
3	6
1	1018
21	1009
3	998
0	997
0	2
0	2
0	2
0	4
1	4
0	340
24	340
0	319
22	218
0	215
0	218
0	218
0	215
0	218
0	218
177	372
1	516
0	0
0	1
0	1
1121	3179
0	3179
0	1
0	1
0	1
0	1
0	1
0	1
143	5798
6	5798
0	26
0	27
0	26
0	27
0	27
0	0
0	0
0	0
6	481
36	286
26	272
4	472
0	461
0	1516
0	1516
0	1524
8	1524
0	0
0	223
0	223
7	118
0	118
0	0
0	244
109	244
7	0
1	945
0	945
2	0
0	756
0	756
0	433
182	0
2	0
0	0
181	0
2	630
0	630
0	0
0	0
0	5
0	5
3	245
0	246
0	246
438	0
0	164
0	164
4	190
0	190
52	40
0	40
0	379
0	389
0	539
0	529
0	0
0	0
13	993
0	997
0	980
0	1003
4	988
0	990
0	994
583	0
3	79
0	79
15	640
0	494
0	0
0	0
0	199
0	199
0	856
0	856
0	0
2	24
3	143
0	143
0	52
1	50
0	52
0	40
0	45
0	27
0	27
1	489
0	462
0	390
0	25
62	25
1	19
9	960
1	890
0	969
0	997
0	997
0	994
0	994
0	90
0	92
0	89
0	90
0	92
0	91
8769	0
194	0
0	0
1	0
0	890
0	887
0	887
0	892
0	0
0	155
1	155
20964	0
7	3
0	244
0	241
0	244
0	0
0	217
0	217
74	14
260	0
0	0
0	0
0	0
784	0
7387	51845
2	0
0	0
0	23
0	54
0	51
0	23
0	51
0	23
0	51
0	8
0	8
0	64
0	42
0	43
12	0
60	0
0	8
0	67
0	0
0	0
0	0
6	204
0	204
56	0
0	238
1	236
1	237
0	168
15	0
0	474
5	451
3	471
224	5
0	0
0	0
0	0
0	0
0	0
9	15
0	0
0	728
0	704
0	654
0	687
0	121
0	121
0	119
129	743
0	637
12	726
7	2
1	0
9	0
18	0
0	0
247	0
163	1
4	0
0	1
0	0
0	1
319	13
300	0
0	0
1077	0
43	0
0	87
1	87
0	97
0	85
1	97
2	0
0	180
17	180
61	0
1	351
0	351
0	0
29	0
162	0
0	69
0	68
0	68
64	123
0	61
0	121
0	46
1	59
69	2231
5	2231
0	2096
0	2080
89	8404
0	8404
65	0
206	0
0	0
0	9312
1202	9312
0	0
0	0
0	1
223	0
3	4237
2	4257
9	4255
1	4257
0	0
0	18
2	18
1154	0
0	24
0	24
0	24
449	0
0	134
25	134
3	3
986	37
0	0
0	0
0	0
2	0
0	0
0	52
0	62
0	52
1	62
9	1498
0	1498
136	48
0	445
3	376
0	445
12965	0
24	0
13	712
15	712
0	18
3	18
0	5
0	5
0	5
0	5
202	0
2	0
0	0
0	1
0	1
0	150
0	140
0	0
0	0
34	0
0	82
0	42
0	75
0	60
1	83
0	59
0	43
4	76
68	7
0	0
1	474
362	465
0	389
0	1403
0	1405
0	1412
0	1435
0	1407
0	1404
0	1372
0	1400
0	1399
8	18572
115	18697
0	18697
0	0
0	0
0	0
62	0
0	732
31	801
1	176
0	803
9	176
0	0
1	0
0	51
2	51
0	2022
0	2022
0	0
377	0
0	0
0	0
1	0
0	0
0	0
0	197
0	197
22	0
0	0
0	79
2	97
0	124
0	119
905	40853
58	39258
0	32044
21	40627
0	40843
0	40314
112	31982
0	31749
0	39149
1	0
10	857
7	852
0	858
0	336
0	332
2	720
0	707
4	466
0	728
0	730
0	730
0	668
0	719
0	716
112	0
94	606
0	607
0	608
133	0
280	6
0	0
109	181
0	181
206	0
0	28
0	28
0	184
0	106
0	184
0	184
4	972
9	972
0	3
1	3
8	323
5	323
431	3
13	1342
0	1342
0	0
1	0
9	1858
0	1858
0	0
0	0
0	0
0	0
282	0
47	0
0	131
0	123
1	131
0	124
0	123
89	1
314	8
0	0
0	3784
46	3784
0	5
4	6
0	6
0	0
0	0
6195	0
0	58
0	58
0	57
0	9
0	57
0	57
0	59
0	9
0	57
0	2
0	11
0	11
1	0
0	0
0	2
0	0
0	0
1	0
0	0
0	45
0	45
0	0
0	0
600	6
183	0
97	5
45	1635
0	1635
81	1578
0	0
0	0
16	0
0	151
0	151
1825	0
20	0
0	35
0	36
0	36
0	8
0	35
0	35
0	36
0	35
9	0
0	0
0	41
0	41
4	0
0	114
0	114
3	0
0	0
0	0
0	0
0	0
4	155
0	90
24	0
0	79
0	85
0	85
0	79
15	0
10	223
0	223
376	0
35	32
365	0
114	0
0	0
0	263
1	263
640	0
83	5
349	0
0	4
0	4
0	4
4	172
0	172
0	121
0	460
0	511
767	0
0	0
552	0
18	0
0	0
5	0
0	4
0	4
0	4
0	4
0	0
409	9
0	285
1	403
0	399
0	266
0	403
1	0
0	0
0	6
2	2680
5	2682
1	2681
0	2682
1	2680
0	102
5	106
0	0
0	0
0	0
0	0
1	1876
1	1876
2	1876
0	1876
0	2
0	2
241	0
27	1767
0	1767
39	0
1852	0
0	0
14	253
6	253
1	0
0	0
0	55
0	55
191	0
1	0
0	297
4	289
3	297
0	0
0	0
0	885
1	937
25	970
0	811
1	815
11	228
0	864
0	0
0	0
18	1
4	0
0	14
0	17
0	17
0	11
0	12
0	16
0	0
0	0
192	0
0	0
0	114
0	350
10	351
325	0
0	134
0	130
1	93
1	113
0	1040
0	986
0	1049
0	986
33	4
18	1144
0	1144
0	433
0	433
0	78
7	42
0	78
0	42
6	78
344	0
0	401
0	359
11	359
0	0
1093	0
33	246
16	1110
0	297
36	297
0	0
668	152
33	152
0	759
1	764
0	758
0	172
0	181
0	172
62	298
0	298
9	0
0	447
1	447
0	432
0	452
0	452
0	296
0	0
5	0
0	163
7	163
401	0
0	0
2	2263
93	2260
0	2248
0	2260
3	2263
1	2246
7	0
27	0
0	103
2	103
0	90
0	107
3	28
2	222
0	221
0	77
1	221
0	186
0	223
0	186
0	204
0	223
0	190
23	0
0	0
0	0
2720	159
0	4
0	4
0	4
19	0
1	0
28	0
1	467
0	952
0	955
0	972
0	430
0	429
0	440
1	975
0	463
0	458
0	444
0	4
0	4
0	881
38	734
0	824
0	148
0	135
0	135
0	148
0	148
0	142
0	137
0	148
0	151
0	148
0	150
0	154
0	142
0	148
0	148
0	155
0	154
0	148
0	148
0	150
0	5243
0	5191
0	0
0	0
5	0
0	28
2	53
0	7
0	29
0	29
0	30
0	30
0	29
0	29
0	27
0	28
0	29
0	31
0	30
0	29
0	32
0	53
0	29
0	25
0	30
0	35
1	234
4	234
1211	0
0	1
0	1
0	0
163	0
0	26
0	26
0	26
14	633
0	633
145	409
0	0
