UniqueCount	AmbigCount
0	2084
23	2168
0	2095
0	2202
10	2191
16	2207
0	2100
0	2094
0	2089
1	57
0	50
1	0
0	491
11	517
0	47
0	166
0	51
0	1159
121	1156
129	0
48	0
0	0
0	0
0	126
78	167
0	107
0	9
0	9
0	9
0	0
0	0
0	0
95	0
659	0
0	0
0	3
3	3
0	2057
26	2057
0	0
315	0
0	0
284	2
96	1
1	35
0	23
0	207
0	202
3	319
0	381
125	404
12	0
145	0
0	53
0	66
0	69
0	54
0	51
0	29
0	57
0	59
0	7
0	56
0	74
0	69
0	57
0	29
0	51
0	73
0	59
0	55
0	59
0	0
1	80
0	82
0	81
0	79
63	4
1	154
0	154
72	406
0	406
5	420
6	431
1	430
0	441
68	0
976	0
1	12
0	7
7	13
0	212
6	212
485	212
0	212
0	102
1	102
0	75
0	77
0	60
0	377
0	374
245	5
148	0
2187	0
0	69
0	69
0	76
0	69
2	75
0	69
2	43
0	23
0	736
0	572
1	495
2	457
41	567
0	731
2	736
8	571
0	2
0	2
0	35
0	35
16	410
1	410
0	385
1	57
0	57
1422	159
1	159
308	0
217	0
0	0
0	126
5	126
0	0
102	0
928	0
43	79
0	280
1	373
0	116
0	120
0	281
2	387
0	386
1403	0
0	0
0	0
0	757
0	757
0	0
168	3
0	11
2	9
4	9
0	0
3225	0
2	0
7	0
45	0
2	129
0	105
0	0
282	0
0	54
40	54
1	753
0	753
4	753
17	753
6	753
519	0
0	8
0	6
0	7
0	0
0	0
0	396
0	435
0	410
0	396
1	437
0	438
0	164
0	94
0	155
0	178
0	164
0	178
0	0
2	1018
25	1010
0	1011
0	1012
0	3
1	3
0	3
0	4
1	4
0	315
32	315
1	291
15	168
0	166
0	167
0	168
0	166
0	167
0	168
224	370
1	590
0	0
0	0
0	0
977	2912
0	2912
0	1
0	1
0	1
0	1
0	1
0	1
164	5992
11	5992
0	13
0	13
0	13
0	13
0	13
0	0
0	0
0	0
14	537
52	310
23	299
4	529
0	496
0	1233
0	1233
0	1237
6	1237
0	0
0	157
0	157
6	157
0	157
0	0
0	129
52	129
9	0
1	1362
0	1362
1	0
0	814
0	814
0	482
142	0
2	0
0	0
207	0
1	562
0	562
1	0
0	0
0	11
0	11
0	221
0	221
0	221
331	0
0	129
0	129
5	179
0	179
31	40
0	40
0	470
0	482
0	640
0	628
0	0
0	0
7	1454
0	1454
0	1444
0	1456
12	1446
0	1446
0	1450
452	0
5	65
0	65
16	783
0	593
0	0
0	0
0	213
0	213
0	1042
0	1042
0	1
2	15
0	83
0	83
0	32
0	32
0	32
0	25
1	31
0	21
0	21
1	295
0	285
0	245
0	19
43	19
0	13
6	972
1	897
0	983
0	1188
1	1187
0	1185
0	1184
0	78
0	81
0	74
0	74
0	80
0	77
1475	0
140	0
0	0
1	0
0	754
0	753
2	751
0	756
0	0
0	115
1	115
18760	0
5	1
0	141
0	141
0	141
0	0
0	215
0	210
58	21
243	0
0	0
0	0
0	0
856	0
13088	91894
1	0
0	0
0	19
0	38
0	37
0	19
0	38
0	19
0	38
0	11
0	11
0	68
0	53
0	54
8	0
61	0
0	5
0	70
0	0
0	0
0	0
