w1118_1	w1118_2	w1118_3	Shn-RNAi_1	Shn-RNAi_2	Shn-RNAi, PucE69/+_1	Shn-RNAi, PucE69/+_2
6.543267135951374	6.802792538485214	6.432636591731871	7.172744655801855	7.522747215723215	7.142680597109512	7.172126177722048
6.799000054462424	7.006248461128687	6.9185228932920735	6.877920010828298	6.8510310730255055	6.958799784771227	6.687762064832161
6.265415851919222	6.376367370269922	6.379931051465324	6.652543464803784	6.66731044747531	6.548596457954734	6.533946131639474
7.804018179916358	8.243187531103136	8.32813163506522	8.69823740087802	8.015554980632105	8.276142817060341	8.455814112346989
8.14605119312417	7.93962373758613	7.780532362636334	7.692924851448763	7.594121169818705	7.543781837419612	7.703183510247685
7.336892575133272	7.390836837159874	7.374802529855459	8.289405986375758	7.8227943229380905	7.22766409708023	7.461030126760455
6.1073156305056795	5.781528073321493	5.975299986711889	5.837977648871411	6.072628935376028	5.99440743211296	5.833196827976342
8.238691116106535	8.19188863743062	8.040562898185462	8.182561784999637	7.990336776225955	8.140368777403198	8.311073095414585
5.378122204052864	5.871396382333926	5.378122204052864	5.584471579072762	5.378122204052864	5.378122204052864	5.378122204052864
5.706997197657173	5.781528073321493	5.801886725902847	5.378122204052864	5.781662031911215	5.68801695575726	5.833196827976342
5.378122204052864	6.064109447746115	5.378122204052864	5.8388184677175214	5.848552720590275	5.725065035837464	5.673120654534089
5.8422256157108965	5.828779983185446	5.378122204052864	5.378122204052864	5.378122204052864	5.378122204052864	5.378122204052864
16.131352781205404	16.116489805918835	16.110821750551317	16.454902189441313	16.25836570422539	16.738066454526138	16.41496743741031
12.039623774449652	12.152028650209038	11.365706641373839	13.224490154991368	13.724188565251378	13.531526155884027	13.570617780543703
14.091893123028452	14.132625644764243	14.262039876167794	13.29469483438945	13.252656618040021	13.14369073399074	12.66625205533009
8.11399072220093	7.979179302671043	8.100575862882758	7.31626659489933	8.04963530681197	7.428418749224022	7.492901022673727
12.126091930320545	12.043489794150668	12.31248786670625	11.146139858995141	10.823077046085293	10.511545501952995	10.344796093954399
5.610923130741552	5.727764879440566	5.623367855068548	5.378122204052864	5.70796739002258	5.68801695575726	5.700572684688043
8.7821682064656	8.88828843855796	8.632014378438452	8.890486245923348	8.629395609827863	8.743966973536983	8.646417641561424
8.180079246337012	8.166235161035692	8.165370413504979	8.400261926218707	7.5979150624885	8.152620240092324	7.711997996460181
12.676970600171764	12.221988271867515	13.127114932605386	12.164456143697649	11.890202038148596	12.177128927966114	11.50772677517111
8.233029485014349	8.20501989723283	7.961496002759886	8.035234943882969	7.903945093629588	7.897460916048093	8.030916000258518
5.610923130741552	5.727764879440566	5.378122204052864	5.584471579072762	5.378122204052864	5.68801695575726	5.378122204052864
6.206963093617366	6.17730730039436	6.066080428437169	6.241397952083301	6.401844355075734	6.031182796228267	6.093299708962198
12.789616858931632	12.79432947202733	13.022685057861603	12.846993145863761	12.261149739728795	12.549680789903713	12.44236369110819
5.378122204052864	5.734434817642975	5.628058190191664	5.928218164381725	6.003499905826146	5.825572799714478	5.944864944001121
6.1014648102722155	6.016610108791854	6.2456759437689175	6.217169432143884	6.239784882299448	6.3237684104260286	6.222981489291309
7.653849940168076	7.75359901599526	7.811324802450578	7.709880360480914	7.736163850353653	7.773260592070309	7.93597458555882
14.6075646471925	14.462426192532247	14.236785772904636	15.058364031269448	16.323121607038658	15.04210977325579	15.161377352425552
14.940978771604408	14.738304723252195	14.62091942491092	16.204318976103234	17.656019879346704	16.357170894344634	16.543529365752953
10.837909965637655	10.812176731452931	10.716709878451764	11.767622924653944	12.433966509991038	12.242139549887785	12.279225462155413
8.228395349365147	8.211736561882653	8.265107792928484	8.632630247952292	9.331013947477418	9.262501511890106	9.044708760143733
5.945324474885387	5.98081219052483	6.066080428437169	6.086412085488799	5.8979729195184065	5.99440743211296	6.019081840695407
8.463731084682049	8.67210418828614	8.322944850818255	9.11858138957832	8.668610555941836	8.606131651469124	8.761748440752049
14.405206195375998	14.242001576919138	14.519428616685746	14.021287342841891	14.072089474231051	14.225185843959723	14.001293233989836
7.157151985584774	7.4940731258750635	7.830080538993809	7.372055448659271	7.571699646026421	7.464708334179102	7.444595860064762
9.0900549860339	8.993652766964043	9.299659854536973	8.385922265551272	8.690641637898675	8.670311875113457	8.48662675606728
6.782559071348934	6.7744767982855665	6.877299426439103	7.229667817629058	6.461814610334793	7.052151367134789	6.957163439623723
9.601046025683825	9.411987090557409	9.674415236801588	9.245616170611845	9.486300956005172	9.46314108663886	9.243295964256271
14.49563318776334	14.386260664969573	14.7121666650604	14.378202196774632	13.65556951226498	14.397688426958398	13.903000744542409
11.004423379893085	11.092888895023234	10.92765252064406	11.3199008020401	11.120255569124515	11.29290797949882	11.200850657383242
7.702969586401948	8.07613423800944	7.860111965561473	8.415578823949852	7.692899148517867	7.8563920504955895	8.046554353788682
5.610923130741552	5.727764879440566	5.623367855068548	5.378122204052864	5.378122204052864	5.378122204052864	5.378122204052864
5.8422256157108965	5.781528073321493	5.801886725902847	5.7897749352051004	5.781662031911215	5.68801695575726	5.700572684688043
5.378122204052864	5.378122204052864	5.378122204052864	5.669696614016712	5.781662031911215	5.757301984557945	5.934334844010137
9.190064984661424	8.883996738598585	9.03774751904992	8.894036153773389	9.155482297406962	9.036276761879689	9.305797276667747
5.990124895590919	6.268889881298012	6.145512449027686	6.782381761691818	6.559414610702404	6.341955826513927	6.403442364349961
5.706997197657173	5.828779983185446	5.975299986711889	5.921322501348625	6.072628935376028	5.9128422194422825	5.833196827976342
5.990124895590919	6.043367326847623	5.801886725902847	6.168085538734791	6.269178488018744	6.160113545488664	6.277418958093203
13.311084037907557	13.060981503224605	13.455612777998846	12.345318392906208	12.668068685133377	12.6046880097257	12.118889761764223
6.777976795832161	6.944092162799984	6.737769122855693	7.037545889921396	7.329603121031453	7.184365190150937	7.491563228119886
5.778781237071919	5.791882813357419	5.972801374006284	5.788039878933461	5.989345241575455	6.06300560610636	5.884255598161309
8.280340018240047	8.50468392911527	8.091984971066228	9.101466926521104	9.139868788739856	8.913202932399617	9.166320846695776
5.378122204052864	5.79717324849334	5.7543250356926166	5.7417928437418935	5.79141109410955	5.378122204052864	5.764644279320203
11.063611229513281	10.90778982030099	10.968666353523187	10.640688690799927	10.457379486133645	10.636021458210594	10.712014023744285
5.6049366456372445	5.656496869008954	5.378122204052864	5.693360082253787	5.378122204052864	5.378122204052864	5.600496130551761
6.423113334845594	6.425744811812836	6.425272760678885	6.566094023842189	6.639036729136151	6.341955826513927	6.47112202195476
12.44478307101717	12.324180236796753	12.543488273659133	12.127062438815537	12.286458218902343	12.375551637275398	12.229285522354798
5.706997197657173	5.378122204052864	5.724536877385252	5.378122204052864	5.611611386546266	5.378122204052864	5.378122204052864
9.613048989112857	9.749729512476888	9.387138796609468	10.15378982345035	9.381845591337765	9.39883178912386	9.811714397646675
5.706997197657173	5.828779983185446	5.378122204052864	5.669696614016712	5.378122204052864	5.5974610979499575	5.378122204052864
9.14334122287619	9.266450796498535	8.906589579170761	9.471256331203849	8.82460710519435	8.975141256396485	9.188104870516316
7.335008475658034	7.344673992012548	7.1770345178854065	7.1933675383667675	7.340052777557685	7.349699149885153	7.194490876767565
8.440197049702537	8.631705035831839	8.625824066288633	8.918169109101788	8.441418863673698	8.399418933617833	8.770688864051298
9.748177284441553	9.73769761793229	9.660179385963234	9.670697210867335	9.810122815632875	9.689574824461717	9.740037596481608
9.134324860831928	9.366034583266257	9.239254011319508	9.538990247267474	9.127600089668627	9.480811718192367	9.49644595926157
6.1752645221439275	6.310943505007665	6.342245351278506	6.549886948283924	6.426080336919699	6.430224804902057	6.355266524038309
9.684661849955678	9.791659981297121	9.715334912192262	9.949719159892242	9.588283920426946	10.087200005163236	9.94959102539485
6.742325254747472	6.7376709734785525	6.700022957881728	6.982282072859831	6.728733627776143	6.546731334624565	6.73411427223652
8.706119526230328	8.787057658414142	8.83816688682857	9.291673256755073	8.573808979281061	8.970363929729508	8.815982281698105
9.492122584627202	9.619533978909097	9.606336543872	9.624034567667348	9.623259206578085	9.8182714981476	9.74110599780079
9.328730032221738	9.422792269284258	9.345437571121451	9.372515859345475	8.878663872796539	9.253454184415322	8.701876169142784
13.463047009755998	13.521764705812602	13.420610488096557	13.953356380639178	13.258907165917439	13.988312778714624	13.765850809202961
10.47275474533418	10.526157856841104	10.510532440129852	9.862378427594564	9.94101502630134	10.70443620976601	10.247566570196401
8.09479258634878	8.204333708143809	8.092101681372517	8.440572370309443	7.992089241566175	8.195089244676685	8.214911653469668
10.283289789416443	10.106297423157141	10.217167884143324	9.930050833074546	10.34676513566074	9.995103778184204	10.009537050470426
13.063766798159444	12.837516071785426	13.100539177074017	12.375131055691657	11.819536111682488	12.362637446528838	11.980250332318944
9.762382190895954	9.911091470849945	9.542003245728601	10.211161691827758	9.655088215653375	9.549092987736023	9.766983535377936
5.780477612509925	5.5803173654584555	5.378122204052864	5.378122204052864	5.611611386546266	5.378122204052864	5.700572684688043
5.378122204052864	5.663836288037458	5.378122204052864	5.584471579072762	5.611611386546266	5.5974610979499575	6.191124677712383
9.131165054720867	9.438851388968004	9.057256723927406	9.591477967376639	9.042134466907859	9.10187545330235	9.311317807848411
8.534841131139114	8.619991717891693	8.510631416733695	8.718186941493018	8.399577501156182	8.548260011792287	8.758635646555057
5.8422256157108965	5.828779983185446	5.801886725902847	5.993033029863122	5.611611386546266	5.8155451776648865	5.378122204052864
9.32867484419931	9.392835895841854	9.35484716785883	9.555594783061057	9.39291368381125	9.599296787895922	9.47829277206612
6.959717566871141	9.427392932477115	7.238497948451422	8.170668520803373	7.28456255100131	8.065272287372782	8.131055927001292
