replicate1	replicate2
-42.61717382213018	-36.36081448751974
-0.7947558508352889	3.279347662295197
3.401938515833114	4.341173028344509
1.1471296482508446	2.6880220420178698
-38.315257583095665	-34.888760280229775
4.355375127598157	4.246747901156603
-1.4895190512833802	3.0922406604811443
-2.3971928531062856	1.607601521821933
-1.2786316759822007	1.9934214330848974
0.4484668867410771	0.6099751110741402
1.867990148724962	4.3588479203103585
-3.08603903259964	1.8857549609686655
-2.246799165057347	2.2077200003956343
2.4166267691612875	5.859749873280161
-1.9429087356935446	3.580168812430154
6.155720212232254	2.992155653727655
-20.15494378978909	-23.480123901999246
-0.38980844061729314	5.720594937352524
0.9552504479550283	3.5117638649505385
-0.951212587625455	3.8344458246107664
-0.48878752319764646	3.5037069804103584
-2.15788932210114	2.333139191750922
2.1892827382478983	2.5100143181335226
-4.62009196576386	1.554255156944157
-2.532849449016516	3.447254160651882
1.7911531553863485	3.712555122480859
-2.741201522667921	2.480946294198999
0.10324581748267588	2.5473503544275866
-2.772174887978523	1.8010675347929432
0.5682461006860443	2.638440861908782
1.0640366057173907	4.199434584643778
-1.4969856537576047	2.685957629077808
-1.4870305414763059	2.9716931887361824
-2.4508802720579843	1.5585259951997523
-1.3727519864467217	1.7437821153821706
-1.3851553125425802	2.72722164921947
3.1071430319734845	5.6186793563693636
-1.2910013134535214	0.9008522279897981
4.495696256055409	4.4431651440378275
-0.39221918905123626	2.2181895953529933
-1.7668607318660652	0.15441108313462482
-3.0938568285054204	1.658734188750325
-3.4395868770227365	2.037654144981399
-3.002758164113477	1.7012851641692344
-0.3705285160677026	3.7205616432941153
1.0386068936688735	2.470558723023696
-2.2569747986085194	2.6363733805394536
-2.7566847596131416	1.210811640129917
0.42964008352357264	3.8464109983408226
-0.49362304189770867	2.5494233552481753
-2.2773350132164634	2.776671229331506
2.840509266402409	2.5037875852898375
-4.240996991682602	0.754635237742969
0.2691949329865681	2.2642168914421936
-21.6478271290706	-23.704716436294742
-9.433759714333485	-8.11131896334636
-0.7070593171179682	4.301861812461571
1.7096080232037802	3.0248695088295374
-0.011011845350618657	1.4130110787326466
3.5526837149269417	3.2347001282716343
-0.09456427996091907	4.8422268811615
-12.93350919902309	-8.723645460051763
-1.5418191031366173	2.650843062125327
2.9018883075433655	5.30149840364288
-7.080858002534817	-3.5481804402347037
-1.514413988761257	1.5051013276104777
-13.960262904323137	-13.82405636446026
-5.011586606359852	-3.8901994472668844
1.2920601049826879	5.182966097272006
-1.5941982405063073	1.329267868157989
-0.8313618862543443	1.113580557569195
2.385512031650351	3.7845445836318574
-3.1669076099306364	0.7393220153643304
-1.2366079521916524	3.6744978328139672
-0.9953439668107493	2.879456447992594
-1.3157538601189325	-0.10710713363508367
-2.489279261179872	3.0514259090641387
-2.5944533939691814	0.5792093379983323
-1.3108019343136967	3.7345684231791196
-1.7342642866471738	3.0677578045587897
-2.917082781154987	-0.6363185898213161
-2.228998976783288	1.08977000811744
-8.237944361890738	-4.390642381914232
-0.498459238284279	1.1784326036249972
-22.841698079178602	-27.30264499220698
-3.4237973131548722	0.743697934688464
3.141957384166459	4.34902969614738
-1.4621552735566543	2.6281021745068975
-0.07306000972471172	1.2926988129586598
0.4860896072692684	4.185622176963791
-2.0919890795697826	0.7786847662041192
1.7322789269266858	2.51208963778879
-1.2341375571427076	2.1322419589132906
-0.9659167878953618	2.821935735960544
-1.2119119356609032	1.0225764430734778
-0.9242711234503076	2.079726211520117
0.6314901135477451	2.8609784594658225
-3.0157576851155254	2.778730039367415
-2.02115922944499	3.501692454749554
-0.4332277092087684	2.037654144981399
-2.0793302860771354	0.8027170737433018
-1.8120449277214126	2.161614784780393
-3.1434103010173273	0.1855680830949641
2.5850429270904227	5.356795870032517
0.9390187258167587	3.047341685174176
3.087544336732145	5.119703200469294
1.9806734340219245	2.8239917554324983
4.092024136118359	4.601416544829155
-0.2911125505302659	1.4708647596511573
-1.649156690724932	2.99829194614892
-0.7850007889189896	-0.23750607515531996
-2.0312689334073624	2.8609784594658225
-0.47186854195346395	2.107044694467415
-1.2910013134535214	3.5157915765564756
-1.97570197559868	0.6648439763321023
-1.3405241221795965	1.8349682319431275
