gene_symbol	query_name	mpi
PgSt	7uWz	0.2669842856683458
vqIu	7uWz	0.21781670826324653
ng3t	7uWz	0.6749145535614692
h99C	7uWz	1.0074361637873057
rrYb	7uWz	-0.40339151439874094
aGmd	7uWz	0.5070897554599781
bgF6	7uWz	0.23516839994438624
f0Pt	7uWz	0.9431932391933001
wjQm	8iyr	0.20633108105881745
rmzQ	8iyr	0.05356932249355875
x8rj	8iyr	-1.6897250461824265
JgMH	8iyr	-0.30395337074097795
5iRk	8iyr	-0.08855212737486078
PExd	8iyr	1.367654693053962
j7Vg	8iyr	0.22744820595451418
q4gE	8iyr	-3.3447086127339607
McUH	8iyr	-0.24292396828979468
vBxA	8iyr	-0.6171827648081162
ikBP	8iyr	-1.5244916947821854
MGdy	8iyr	-0.03476384903342737
HPbz	8iyr	0.06739366525929225
Euun	8iyr	1.1895993284262145
RGyC	8iyr	1.6867307172346695
tjTq	8iyr	-6.266237444645831
suFQ	8iyr	-2.2330588142367582
NH5j	8iyr	NA
1SrW	8iyr	-3.5068818614564408
vHIu	8iyr	0.23772989231652947
SpQv	8iyr	1.2168104049255435
9C86	8iyr	1.3201985244678367
cIkA	8iyr	-0.40571476399189943
y1Ct	8iyr	-0.2986161886732477
5URg	8iyr	7.901039152403699
02fD	8iyr	-2.3698546530490496
roA4	8iyr	-2.1863165801753364
bUhm	8iyr	0.2581452490815339
Kb5V	8iyr	-1.5659162103364808
UcgU	8iyr	4.444698948321031
1eIZ	8iyr	0.41773796880253083
ho5m	8iyr	0.20324025976730845
pTbc	8iyr	-2.4970523182346165
003j	8iyr	0.13706046242792694
zeOI	8iyr	-1.2899008136750996
WG3x	8iyr	-1.8686167216556322
9WGi	8iyr	-0.9897277062618304
cmF8	8iyr	1.3888326150151178
rqri	8iyr	4.507812955425733
TNT4	8iyr	-4.534677886924109
Tofr	8iyr	-4.049402632803966
5arJ	8iyr	-0.6584781586101355
BDTj	8iyr	-0.19171090042904157
p1My	8iyr	0.2833567668783703
SmcG	8iyr	-1.964247276985548
jJ2J	8iyr	1.1406207766046348
PRY4	8iyr	3.668873296185368
KMTI	8iyr	-4.327602800574613
MBhj	8iyr	-4.016748699645134
6J6k	8iyr	0.9499577681438295
dwaa	8iyr	1.5443132436753024
KWQg	8iyr	-1.1323744942608867
TD4b	8iyr	-1.5999102700906418
PgSt	8iyr	-2.5284491107588587
vqIu	8iyr	0.8586809853829582
ng3t	8iyr	-0.8996275142473533
h99C	8iyr	-0.011645227998041985
rrYb	8iyr	0.07556053514839198
aGmd	8iyr	1.993973745410404
bgF6	8iyr	0.18762375290669425
f0Pt	8iyr	-0.3793278068363078
wjQm	8X3S	1.8194305003423938
rmzQ	8X3S	1.5145863646431466
x8rj	8X3S	2.380613780219344
JgMH	8X3S	0.12573700580891692
5iRk	8X3S	0.5104555634362442
PExd	8X3S	-2.437077065095999
j7Vg	8X3S	0.43763491701667706
q4gE	8X3S	-1.139583732115734
McUH	8X3S	-0.006411303094672543
vBxA	8X3S	-0.6716886835970048
ikBP	8X3S	0.2559322031044955
MGdy	8X3S	-2.0880972787464964
HPbz	8X3S	-0.009227023262176557
Euun	8X3S	0.8805492382260904
RGyC	8X3S	1.8085109713514962
tjTq	8X3S	-0.7508974113354531
suFQ	8X3S	2.5462112542871216
NH5j	8X3S	0.03768678647438886
1SrW	8X3S	-6.957551224406519e-4
vHIu	8X3S	1.9354445327445948
SpQv	8X3S	1.447712743318454
9C86	8X3S	2.2694187993106736
cIkA	8X3S	3.0526146728646903
y1Ct	8X3S	0.3752630271383451
5URg	8X3S	-2.8010483310136256
02fD	8X3S	-0.8182035754465856
roA4	8X3S	0.8965447926069664
bUhm	8X3S	-0.28476187137596515
Kb5V	8X3S	2.1252849271261405
UcgU	8X3S	0.5839970459830864
1eIZ	8X3S	-0.7031186881894356
ho5m	8X3S	2.044750055874124
pTbc	8X3S	-0.14018248422527008
003j	8X3S	1.1211802020668957
zeOI	8X3S	0.5304242939023541
WG3x	8X3S	-1.1497078311713154
9WGi	8X3S	-0.2171906400238777
cmF8	8X3S	0.3474848999076634
rqri	8X3S	-0.3495858506400346
TNT4	8X3S	0.446697626088933
Tofr	8X3S	0.4114624034919923
5arJ	8X3S	0.12189785361880638
BDTj	8X3S	0.30476940879325903
p1My	8X3S	0.11827599652072134
SmcG	8X3S	-0.21123556025442058
jJ2J	8X3S	-0.28305964325685173
PRY4	8X3S	0.7105454497665629
KMTI	8X3S	-0.3930263077301048
MBhj	8X3S	-2.2746499900080686
6J6k	8X3S	-2.344646759743177
dwaa	8X3S	0.8848973921526251
KWQg	8X3S	-2.2135430679112402
TD4b	8X3S	0.4628046096260068
PgSt	8X3S	2.0497375873252945
vqIu	8X3S	1.814731098321463
ng3t	8X3S	1.9248662694436054
h99C	8X3S	0.5685238594909305
rrYb	8X3S	1.0444471726606568
aGmd	8X3S	1.7842431133235375
bgF6	8X3S	0.19716287635320714
f0Pt	8X3S	2.6008631720401523
wjQm	92Np	2.748661471646942
rmzQ	92Np	0.680248683131554
x8rj	92Np	3.3769650099985373
JgMH	92Np	0.20161843779413355
5iRk	92Np	0.592512008988085
PExd	92Np	-1.6635139620687012
j7Vg	92Np	1.0751089360370616
q4gE	92Np	2.8358321982000843
McUH	92Np	0.22250203832806267
vBxA	92Np	0.06888162859365403
ikBP	92Np	-0.34155391994013035
MGdy	92Np	-0.1831371506727816
HPbz	92Np	0.3987836967757499
Euun	92Np	1.2295556829925811
RGyC	92Np	-1.7687064416227636
tjTq	92Np	-1.72195880926185
suFQ	92Np	-1.9421784727523734
NH5j	92Np	-1.372220243798066
1SrW	92Np	-1.6010735952680797
vHIu	92Np	-1.750141065650798
SpQv	92Np	-0.5291002686627571
9C86	92Np	0.11412918394676413
cIkA	92Np	2.954515991812425
y1Ct	92Np	-0.09599769256924767
5URg	92Np	-0.940993366561588
02fD	92Np	-0.8038022742412319
roA4	92Np	4.1504733996338805
bUhm	92Np	-0.53336715110055255
Kb5V	92Np	4.062812999221135
UcgU	92Np	-0.3224251908840109
1eIZ	92Np	-1.374309331915805
ho5m	92Np	-3.839409879442385
pTbc	92Np	0.06932509926178677
003j	92Np	-1.0217519491371259
zeOI	92Np	3.5859591629538454
WG3x	92Np	0.3722307702943918
9WGi	92Np	-0.5721829907304273
cmF8	92Np	0.45732020710706667
rqri	92Np	2.483062423883679
TNT4	92Np	1.9495023984415032
Tofr	92Np	2.4285477385682404
5arJ	92Np	2.283585755723389
BDTj	92Np	0.11017892384074938
p1My	92Np	0.9261330575747988
SmcG	92Np	2.5702430268267213
jJ2J	92Np	1.4200598440587104
PRY4	92Np	3.0545839434104174
KMTI	92Np	1.5608248957528246
MBhj	92Np	2.0672741469436207
6J6k	92Np	-1.1815395799787416
dwaa	92Np	-0.40615026265699583
KWQg	92Np	-2.0150936497796987
TD4b	92Np	0.43765354616069513
PgSt	92Np	1.1280919269462881
vqIu	92Np	2.988642132808189
ng3t	92Np	0.9223637229312887
h99C	92Np	0.6051141674182638
rrYb	92Np	2.4313381073898657
aGmd	92Np	0.387473172722912
bgF6	92Np	0.2525394644961094
f0Pt	92Np	3.337880758789796
wjQm	9cYi	-5.373671319356753
rmzQ	9cYi	-1.0916739636806294
x8rj	9cYi	-0.3895676703230643
JgMH	9cYi	4.996579558014381
5iRk	9cYi	-0.21966355942078966
PExd	9cYi	-1.6408061404543253
j7Vg	9cYi	0.8539543441852113
q4gE	9cYi	0.2969168674685104
McUH	9cYi	-0.05892202581757576
vBxA	9cYi	-0.6147028089191288
ikBP	9cYi	-1.0312211348133393
MGdy	9cYi	-0.14894803794665412
HPbz	9cYi	0.4016304625716131
Euun	9cYi	-0.340312016160052
RGyC	9cYi	0.8738779840177959
tjTq	9cYi	1.7087266317330148
suFQ	9cYi	-0.4927889209553075
NH5j	9cYi	2.7973055704461105
1SrW	9cYi	-1.094471988668974
vHIu	9cYi	-0.8802866491930331
SpQv	9cYi	3.295664790818007
9C86	9cYi	1.8179381888998591
cIkA	9cYi	-0.1855852890583633
y1Ct	9cYi	-0.5177008614502249
5URg	9cYi	0.07457737467422623
02fD	9cYi	0.17042681452168468
roA4	9cYi	-1.4994627524143394
bUhm	9cYi	-0.6556949932424224
Kb5V	9cYi	-0.53526546698631
UcgU	9cYi	-1.6777537487454903
1eIZ	9cYi	-0.37441932125257493
ho5m	9cYi	2.4180721430269716
pTbc	9cYi	-0.511265493662609
003j	9cYi	-3.4118485686124598
zeOI	9cYi	4.231733535238542
WG3x	9cYi	-2.0535423269808426
9WGi	9cYi	2.3546599485290223
cmF8	9cYi	1.2977995851780226
rqri	9cYi	-1.8151820301011317
TNT4	9cYi	1.0298131374861683
Tofr	9cYi	2.6987645612107523
5arJ	9cYi	3.466780398242042
BDTj	9cYi	2.3708426562344944
p1My	9cYi	2.6728120439721788
SmcG	9cYi	2.217414551576835
jJ2J	9cYi	1.1680947182033923
PRY4	9cYi	-1.8001783006315697
KMTI	9cYi	0.794451877497983
MBhj	9cYi	2.5946560238940903
6J6k	9cYi	-0.015979357268879852
dwaa	9cYi	-1.4986682593484584
KWQg	9cYi	-3.8389974379388296
TD4b	9cYi	1.4780433037987173
PgSt	9cYi	1.8003498171952104
vqIu	9cYi	2.6830014729718656
ng3t	9cYi	2.222938748695829
h99C	9cYi	0.2308705777189014
rrYb	9cYi	4.210855884767452
aGmd	9cYi	2.772732413460857
bgF6	9cYi	-6.637976972381054
f0Pt	9cYi	-0.4704810478380803
wjQm	9E9x	1.0441469183681955
rmzQ	9E9x	-6.0477418356042145
x8rj	9E9x	2.1285022922179504
JgMH	9E9x	-0.38752145985803554
5iRk	9E9x	-0.27608908484075323
PExd	9E9x	0.6188942238956668
j7Vg	9E9x	-0.05621579567614189
q4gE	9E9x	3.649254120845654
McUH	9E9x	-1.2478560956160374
vBxA	9E9x	-0.07341682987767321
ikBP	9E9x	-7.17848829396977
MGdy	9E9x	-0.10833799430612404
HPbz	9E9x	0.040160089890581833
Euun	9E9x	-2.1513309078368845
RGyC	9E9x	3.323799029380266
tjTq	9E9x	-2.763789257930407
suFQ	9E9x	-2.3212066887973104
NH5j	9E9x	-1.8389372953331824
1SrW	9E9x	2.678932669051222
vHIu	9E9x	7.00730964581472
SpQv	9E9x	0.7786688141933427
9C86	9E9x	0.8165459036899984
cIkA	9E9x	2.093249279062728
y1Ct	9E9x	-1.0987788387201995
5URg	9E9x	NA
02fD	9E9x	2.5995419287621426
roA4	9E9x	1.5271086536784548
bUhm	9E9x	0.7421216149883928
Kb5V	9E9x	2.2664478429474375
UcgU	9E9x	-3.254234993148476
1eIZ	9E9x	-0.26045867303667825
ho5m	9E9x	-6.720636914195906
pTbc	9E9x	-3.8481923882824827
003j	9E9x	-4.112353865264834
zeOI	9E9x	-3.989652655565174
WG3x	9E9x	3.7406081362758954
9WGi	9E9x	1.4803737000243573
cmF8	9E9x	-2.828308063282956
rqri	9E9x	0.467253859777748
TNT4	9E9x	-5.132902444172862
Tofr	9E9x	-4.874590294878155
5arJ	9E9x	-4.865560458978179
BDTj	9E9x	-4.458767774450165
p1My	9E9x	-4.754717892985454
SmcG	9E9x	-5.746154277270398
jJ2J	9E9x	-6.262233842447794
PRY4	9E9x	1.9158828049701881
KMTI	9E9x	-4.056053416584509
MBhj	9E9x	-1.2261587627244301
6J6k	9E9x	-4.409359989678753
dwaa	9E9x	-3.1903978765844867
KWQg	9E9x	-2.1790482641688245
TD4b	9E9x	-5.461082969401837
PgSt	9E9x	-1.8649759857936257
vqIu	9E9x	0.8172543795598832
ng3t	9E9x	2.5619865567185824
h99C	9E9x	-0.2708253631462449
rrYb	9E9x	-5.510772051647212
aGmd	9E9x	-0.26273644310958205
bgF6	9E9x	0.28623524836416236
f0Pt	9E9x	-1.002403230845297
wjQm	9ieJ	-1.9553940185785224
rmzQ	9ieJ	-0.20769712101450724
x8rj	9ieJ	-2.4909937630799446
JgMH	9ieJ	-2.666733204019584
5iRk	9ieJ	0.009240950427681409
PExd	9ieJ	-3.1511579907120364
j7Vg	9ieJ	0.4576929466459687
q4gE	9ieJ	-0.37456648783123664
McUH	9ieJ	0.031593855228655696
vBxA	9ieJ	-0.11881053468541984
ikBP	9ieJ	1.7656397620379296
MGdy	9ieJ	1.7009885958045943
HPbz	9ieJ	-0.4119465222414023
Euun	9ieJ	-0.24422982675971971
RGyC	9ieJ	0.08583500252426962
tjTq	9ieJ	-3.286483510416477
suFQ	9ieJ	1.096665043955305
NH5j	9ieJ	0.0877446105339295
1SrW	9ieJ	3.305553303477939
vHIu	9ieJ	0.14424389837017076
SpQv	9ieJ	0.7717826844960738
9C86	9ieJ	-1.3443756704809877
cIkA	9ieJ	-1.5240990790080262
y1Ct	9ieJ	-9.876638931028065
5URg	9ieJ	3.487565864236786
02fD	9ieJ	-1.4125400277513185
roA4	9ieJ	-2.3445435161418215
bUhm	9ieJ	NA
Kb5V	9ieJ	-5.055113439953007
UcgU	9ieJ	-2.4350986005577577
1eIZ	9ieJ	-38.33218422132792
ho5m	9ieJ	2.818434554394029
pTbc	9ieJ	1.4484282981929544
003j	9ieJ	NA
zeOI	9ieJ	-5.031738856784076
WG3x	9ieJ	-1.7620279894198512
9WGi	9ieJ	-1.2101639460224165
cmF8	9ieJ	-0.09013441797830274
rqri	9ieJ	1.3233806982748795
TNT4	9ieJ	-1.7626440013851121
Tofr	9ieJ	-1.7874452256006266
5arJ	9ieJ	-0.4383468681295285
BDTj	9ieJ	-0.15138459839060842
p1My	9ieJ	-0.8150274531926657
SmcG	9ieJ	-1.1387330649325498
jJ2J	9ieJ	-0.7917681479343934
PRY4	9ieJ	0.3796952969220815
KMTI	9ieJ	-0.9633725308397921
MBhj	9ieJ	0.6199918928047836
6J6k	9ieJ	-0.5133656310397136
dwaa	9ieJ	-2.705874296873308
KWQg	9ieJ	2.5784670782930306
TD4b	9ieJ	-0.14071405377246168
PgSt	9ieJ	-0.7523721946467415
vqIu	9ieJ	-0.16392424304091854
ng3t	9ieJ	-0.19188781131782662
h99C	9ieJ	NA
rrYb	9ieJ	0.22193328454548963
aGmd	9ieJ	-1.2160711255842203
bgF6	9ieJ	-1.0738092784777462
f0Pt	9ieJ	-4.080425933334286
wjQm	ANz8	-0.8747061795792984
rmzQ	ANz8	-0.3679192354472055
x8rj	ANz8	-0.27291359293004075
JgMH	ANz8	-1.4667052477127915
5iRk	ANz8	-1.1873899891912036
PExd	ANz8	0.9762166611304803
j7Vg	ANz8	-0.02496792408937084
q4gE	ANz8	0.9236219332962633
McUH	ANz8	-0.01744502527172229
vBxA	ANz8	0.19635715911701182
ikBP	ANz8	-0.7720417305893627
MGdy	ANz8	0.15014566030422744
HPbz	ANz8	-0.5528830180430163
Euun	ANz8	1.0972287923205009
RGyC	ANz8	1.9878699760755305
tjTq	ANz8	2.326860403027333
suFQ	ANz8	-0.09440188765012401
NH5j	ANz8	0.3268395899510297
1SrW	ANz8	0.8483434119194523
vHIu	ANz8	1.7046338196178692
SpQv	ANz8	0.4053221037121575
9C86	ANz8	0.3875196749003995
cIkA	ANz8	0.3001662307593555
y1Ct	ANz8	-4.961024042246382
5URg	ANz8	0.9182910518075627
02fD	ANz8	0.5211234706979723
roA4	ANz8	-0.056278462474128314
bUhm	ANz8	-1.8207640010681259
Kb5V	ANz8	1.3539112764505525
UcgU	ANz8	-1.223639388825631
1eIZ	ANz8	0.3538299145521222
ho5m	ANz8	0.3922143001920766
pTbc	ANz8	-0.6665548329245986
003j	ANz8	-0.10055675430997753
zeOI	ANz8	1.0659797258685728
WG3x	ANz8	0.07076465170859644
9WGi	ANz8	0.32201082173520196
cmF8	ANz8	2.6601036728709118
rqri	ANz8	-1.4618645972171984
TNT4	ANz8	4.044857731613871
Tofr	ANz8	1.8466466643064554
5arJ	ANz8	3.5596668832388305
BDTj	ANz8	2.418455672880152
p1My	ANz8	3.044906384649675
SmcG	ANz8	3.7925185929466774
jJ2J	ANz8	2.2201750156807094
PRY4	ANz8	-1.879811930088959
KMTI	ANz8	0.36362267902551393
MBhj	ANz8	1.208061920630621
6J6k	ANz8	0.35579370630201057
dwaa	ANz8	-0.3748562501540132
KWQg	ANz8	-3.4915336675134347
TD4b	ANz8	0.6071633160677886
PgSt	ANz8	-0.2582360764569058
vqIu	ANz8	1.510642605361937
ng3t	ANz8	1.8186018584416554
h99C	ANz8	0.16402590789853147
rrYb	ANz8	0.47378223983617057
aGmd	ANz8	2.4340095081157744
bgF6	ANz8	0.023133128499129903
f0Pt	ANz8	1.98526112994286
wjQm	AZtW	-1.9374974182591655
rmzQ	AZtW	0.9505129317369033
x8rj	AZtW	-1.9372624938752316
JgMH	AZtW	-2.2007673128401883
5iRk	AZtW	-1.2444148049986454
PExd	AZtW	-3.5116383904442814
j7Vg	AZtW	-0.3116869834215713
q4gE	AZtW	5.4398902229999155
McUH	AZtW	-0.05185535523627081
vBxA	AZtW	-0.12494464342839633
ikBP	AZtW	3.9623012238050483
MGdy	AZtW	-0.20846476882735906
HPbz	AZtW	-0.003103008310002733
Euun	AZtW	4.037165063232064
RGyC	AZtW	0.7784258257736542
tjTq	AZtW	-4.6754600733446265
suFQ	AZtW	2.0168328505449074
NH5j	AZtW	2.02184183822417
1SrW	AZtW	1.8978544472694239
vHIu	AZtW	0.964084291116761
SpQv	AZtW	-0.547774834448852
9C86	AZtW	1.6414976799521743
cIkA	AZtW	-2.5359427710354363
y1Ct	AZtW	-0.5168538793211801
5URg	AZtW	0.2006888208019688
02fD	AZtW	0.22725165692899463
roA4	AZtW	-1.946893077520724
bUhm	AZtW	-1.7687069736074672
Kb5V	AZtW	-0.4029931891028791
UcgU	AZtW	6.7433673235155815
1eIZ	AZtW	0.384755162156114
ho5m	AZtW	2.78134103521196
pTbc	AZtW	5.694857508368107
003j	AZtW	6.473032320292817
zeOI	AZtW	-2.368604272711794
WG3x	AZtW	-1.9140030580204614
9WGi	AZtW	-2.553119707638492
cmF8	AZtW	-4.832301996287117
rqri	AZtW	-3.350069264636285
TNT4	AZtW	-4.987987136439003
Tofr	AZtW	-5.750456826718031
5arJ	AZtW	-5.813545729047423
BDTj	AZtW	-4.999343504543265
p1My	AZtW	-4.844393390815732
SmcG	AZtW	-5.881986568555288
jJ2J	AZtW	-5.216661740737498
PRY4	AZtW	0.06997192427664069
KMTI	AZtW	-2.951321332033691
MBhj	AZtW	-1.7214910811175737
6J6k	AZtW	7.758850757362696
dwaa	AZtW	8.332464653553915
KWQg	AZtW	1.1249108578368272
TD4b	AZtW	6.522859408063992
PgSt	AZtW	2.7883818621390457
vqIu	AZtW	-0.3648702314742353
ng3t	AZtW	-1.876233798401134
h99C	AZtW	-0.1634921375848686
rrYb	AZtW	6.07066562248256
aGmd	AZtW	0.8983649400224836
bgF6	AZtW	-0.09109571932759698
f0Pt	AZtW	-0.36600694161795194
wjQm	bg78	0.8839252264733058
rmzQ	bg78	3.259568377308354
x8rj	bg78	2.6517280790968356
JgMH	bg78	-1.078299173885213
5iRk	bg78	-0.04197579044089192
PExd	bg78	-1.1252848148170567
j7Vg	bg78	-0.2635357089460172
q4gE	bg78	2.334730648253649
McUH	bg78	0.5392291494098741
vBxA	bg78	0.8392127106955369
ikBP	bg78	-2.708385186156454
MGdy	bg78	-9.523890301478473e-4
HPbz	bg78	0.14584440637133086
Euun	bg78	3.735515040799554
RGyC	bg78	0.35127245088715203
tjTq	bg78	-4.805871568778313
suFQ	bg78	1.1845768319647099
NH5j	bg78	-0.26173906537808367
1SrW	bg78	3.4778883836905448
vHIu	bg78	6.986039011672039
SpQv	bg78	-0.2829979473615917
9C86	bg78	1.4921298261203777
cIkA	bg78	-1.5833962414340057
y1Ct	bg78	-0.25948624984695456
5URg	bg78	7.3550454230303846
02fD	bg78	-3.522537791999132
roA4	bg78	1.9966818680831169
bUhm	bg78	0.10092964258777275
Kb5V	bg78	1.563555746619143
UcgU	bg78	-1.730391231543729
1eIZ	bg78	0.1249404817092588
ho5m	bg78	-4.421929759385684
pTbc	bg78	-3.224347216125179
003j	bg78	-3.936799832356461
zeOI	bg78	1.9636124093393876
WG3x	bg78	-1.7783245265943621
9WGi	bg78	0.5236805200972527
cmF8	bg78	-3.264371910770313
rqri	bg78	6.931511134932018
TNT4	bg78	-2.073325525758148
Tofr	bg78	-4.910305037698595
5arJ	bg78	-3.544826850269755
BDTj	bg78	-2.154028956512617
p1My	bg78	-3.7221772648594706
SmcG	bg78	-3.265050608410458
jJ2J	bg78	-4.06790648334722
PRY4	bg78	7.235540120771573
KMTI	bg78	-5.577026998830891
MBhj	bg78	-3.212926595709987
6J6k	bg78	-1.3135170555404716
dwaa	bg78	0.807931165811939
KWQg	bg78	2.2921961772467006
TD4b	bg78	1.8377318018812476
PgSt	bg78	-0.4214477164577958
vqIu	bg78	-1.4023093329758078
ng3t	bg78	-3.4172046701933465
h99C	bg78	0.0846834186142408
rrYb	bg78	-5.6846767816344075
aGmd	bg78	-2.238008306709703
bgF6	bg78	0.5066807940792414
f0Pt	bg78	-0.10604145137395264
wjQm	bHE1	-1.622931786378343
rmzQ	bHE1	-1.1457443750032223
x8rj	bHE1	-0.5182545241798331
JgMH	bHE1	-3.235388200934296
5iRk	bHE1	-0.2636441640122476
PExd	bHE1	-0.8927917810039936
j7Vg	bHE1	-0.12398754746096372
q4gE	bHE1	3.187932830565235
McUH	bHE1	0.008769182582405766
vBxA	bHE1	-1.1907656093801904
ikBP	bHE1	0.2604119683903203
MGdy	bHE1	-0.7833069734455979
HPbz	bHE1	-0.5995356658255311
Euun	bHE1	-1.7437484920878727
RGyC	bHE1	0.8431689039749172
tjTq	bHE1	1.1994772901756734
suFQ	bHE1	-2.433065874409937
NH5j	bHE1	1.875137129184412
1SrW	bHE1	3.732676194839586
vHIu	bHE1	-0.9907907745828889
SpQv	bHE1	1.0217661881313451
9C86	bHE1	1.9678047042583857
cIkA	bHE1	-1.5078968959489207
y1Ct	bHE1	0.4786303645371762
5URg	bHE1	-0.49827644738332577
02fD	bHE1	-1.6997128758573983
roA4	bHE1	-1.442059049172474
bUhm	bHE1	-1.8088459795809124
Kb5V	bHE1	-3.3115075571243318
UcgU	bHE1	2.570186480111178
1eIZ	bHE1	-0.34856108106420236
ho5m	bHE1	1.215219771956651
pTbc	bHE1	1.1066218664465581
003j	bHE1	-0.998456508477006
zeOI	bHE1	1.0779666170623186
WG3x	bHE1	-1.39861322522817
9WGi	bHE1	0.033810393844562664
cmF8	bHE1	2.4270401087588045
rqri	bHE1	-1.8353347832076279
TNT4	bHE1	4.396087903359919
Tofr	bHE1	4.030143409092153
5arJ	bHE1	4.222016389940061
BDTj	bHE1	4.689293551254278
p1My	bHE1	4.319633908364466
SmcG	bHE1	4.281515013689187
jJ2J	bHE1	4.474477490715292
PRY4	bHE1	-0.5903874774090115
KMTI	bHE1	4.3987844196618
MBhj	bHE1	2.195372449775302
6J6k	bHE1	2.4052822023265628
dwaa	bHE1	2.657066803759371
KWQg	bHE1	1.2252627886148915
TD4b	bHE1	0.652539852736749
PgSt	bHE1	2.4373613753112515
vqIu	bHE1	0.7782267409091121
ng3t	bHE1	0.4101186792463884
h99C	bHE1	0.24189404533136485
rrYb	bHE1	1.5808960545880997
aGmd	bHE1	1.3750863133479378
bgF6	bHE1	-0.7692285245226023
f0Pt	bHE1	-0.4607351416062466
wjQm	BOoY	0.30354626289770364
rmzQ	BOoY	-1.4963105708029567
x8rj	BOoY	2.347920951414498
JgMH	BOoY	4.38065431898377
5iRk	BOoY	-0.308476520102799
PExd	BOoY	2.610427745196564
j7Vg	BOoY	-20.471396432184285
q4gE	BOoY	-2.4123738514295474
McUH	BOoY	0.7250435468955481
vBxA	BOoY	-0.20134873620218494
ikBP	BOoY	-0.035672733334903894
MGdy	BOoY	0.40604445598970706
HPbz	BOoY	-21.661794759219266
Euun	BOoY	3.6023000205254414
RGyC	BOoY	-0.8947667920185921
tjTq	BOoY	3.1570023464483037
suFQ	BOoY	-2.944051054859137
NH5j	BOoY	-0.7708859374436734
1SrW	BOoY	-2.8229038681725513
vHIu	BOoY	-0.7382522427176279
SpQv	BOoY	0.6217616175782139
9C86	BOoY	-1.7515183917729686
cIkA	BOoY	3.511310441357655
y1Ct	BOoY	-0.11461288093648656
5URg	BOoY	2.4195310338778815
02fD	BOoY	1.6222376336936268
roA4	BOoY	-1.8199162540054459
bUhm	BOoY	-0.022738036390033217
Kb5V	BOoY	2.856847731683335
UcgU	BOoY	0.03322598603415852
1eIZ	BOoY	NA
ho5m	BOoY	-3.7990121268357493
pTbc	BOoY	-0.7162485312154967
003j	BOoY	0.18092193962173606
zeOI	BOoY	1.6323282938377366
WG3x	BOoY	0.8509639289391471
9WGi	BOoY	1.1063248518101128
cmF8	BOoY	1.507744141872251
rqri	BOoY	-1.7494391097869266
TNT4	BOoY	1.426950783933529
Tofr	BOoY	1.4992258590406378
5arJ	BOoY	1.570186437043265
BDTj	BOoY	1.4540486001837327
p1My	BOoY	2.3730450483430943
SmcG	BOoY	1.3128472986513877
jJ2J	BOoY	1.5951110765653094
PRY4	BOoY	-0.5850024303947833
KMTI	BOoY	0.9357588116004825
MBhj	BOoY	0.9276305800520748
6J6k	BOoY	-0.4526508421843321
dwaa	BOoY	-0.2177354176287702
KWQg	BOoY	-0.29380728170072185
TD4b	BOoY	0.7944506016442167
PgSt	BOoY	-1.425320535689582
vqIu	BOoY	-1.0001136164709115
ng3t	BOoY	0.7922495206342378
h99C	BOoY	0.956969834730213
rrYb	BOoY	0.6342677226056346
aGmd	BOoY	-0.013653126590031085
bgF6	BOoY	-0.8196616557443942
f0Pt	BOoY	3.023382942461431
wjQm	brZZ	0.3370890025786674
rmzQ	brZZ	-2.4717183691438387
x8rj	brZZ	2.368310026987518
JgMH	brZZ	0.5712676482245402
5iRk	brZZ	-1.05606183826945
PExd	brZZ	-0.2279617595838825
j7Vg	brZZ	0.05891374372498267
q4gE	brZZ	NA
McUH	brZZ	0.2938195733109293
vBxA	brZZ	-64.77605026323674
ikBP	brZZ	-0.9522295179501651
MGdy	brZZ	-0.01186102599678929
HPbz	brZZ	-1.1114633904740934
Euun	brZZ	-1.4858225105639113
RGyC	brZZ	-0.04668843967455799
tjTq	brZZ	-2.4632310102821338
suFQ	brZZ	1.5629298653806434
NH5j	brZZ	-2.1820745574774127
1SrW	brZZ	1.206627786026537
vHIu	brZZ	0.5273013517284053
SpQv	brZZ	0.4989119870641582
9C86	brZZ	-1.3028398925357725
cIkA	brZZ	3.476024690451625
y1Ct	brZZ	-2.996427880731665
5URg	brZZ	0.570110102193794
02fD	brZZ	-1.552598278895266
roA4	brZZ	3.6796736584570584
bUhm	brZZ	1.702936587642893
Kb5V	brZZ	-2.430743015775989
UcgU	brZZ	-2.0905314070748915
1eIZ	brZZ	NA
ho5m	brZZ	-0.1234417655419041
pTbc	brZZ	0.6754690544614939
003j	brZZ	-1.826859250461674
zeOI	brZZ	-1.1400113656782345
WG3x	brZZ	3.485584081642715
9WGi	brZZ	-0.4042944277758265
cmF8	brZZ	-0.11250394863732911
rqri	brZZ	-2.4562177618689036
TNT4	brZZ	-2.7622901270312754
Tofr	brZZ	-1.4541090588047363
5arJ	brZZ	-1.9783223928676281
BDTj	brZZ	0.312677373902538
p1My	brZZ	-2.2526713228186868
SmcG	brZZ	-3.8405065685787894
jJ2J	brZZ	-1.6704445697774033
PRY4	brZZ	-5.103872971252534
KMTI	brZZ	-2.7929820100142937
MBhj	brZZ	-3.8713089606931104
6J6k	brZZ	-3.2291858339337978
dwaa	brZZ	-2.2358086032067828
KWQg	brZZ	-0.08158909124936302
TD4b	brZZ	-0.4542052200262806
PgSt	brZZ	-0.6474441323316027
vqIu	brZZ	-1.185382259158415
ng3t	brZZ	1.14191362938491
h99C	brZZ	-0.8308204033532898
