UniqueCount	AmbigCount
0	2343
40	2443
0	2351
0	2503
19	2500
23	2512
0	2365
0	2358
0	2350
1	146
0	132
0	0
0	637
7	675
0	100
1	274
0	106
1	2402
574	2396
199	0
55	0
0	0
0	0
0	263
105	285
0	238
0	3
0	3
0	3
0	8
0	4
0	8
47	0
647	0
0	0
0	11
1	14
0	7568
172	7568
1	0
457	0
0	0
542	1
94	4
1	67
1	31
2	252
1	254
8	424
0	602
53	611
126	0
424	0
0	174
0	184
0	195
0	175
0	165
0	98
0	187
0	192
1	27
0	186
0	202
0	188
0	180
1	98
0	172
0	201
0	192
0	185
0	192
0	0
0	201
0	201
0	199
0	190
161	3
6	301
0	301
40	345
0	345
31	811
11	867
11	824
1	880
131	0
3609	0
1	55
0	50
19	56
0	453
29	452
440	452
0	453
0	122
3	122
0	135
0	152
0	121
0	536
0	535
350	5
63	0
1857	0
0	515
0	512
1	521
0	515
3	508
0	513
1	97
0	77
0	1435
5	1268
0	1100
6	989
164	1264
0	1422
2	1435
10	1268
0	1
0	1
0	145
0	145
25	678
8	678
0	640
1	83
0	83
1401	213
6	213
297	0
315	0
0	0
0	61
28	61
0	0
1207	0
1556	0
831	3946
0	448
1	600
0	174
0	186
0	457
1	628
0	620
2911	0
0	0
0	0
1	1821
0	1821
1	0
214	13
0	0
12	17
3	17
0	0
2640	0
20	0
2	0
19	0
2	64
0	38
0	0
541	0
0	114
57	114
0	561
0	561
4	561
24	561
9	561
3751	0
0	18
0	15
0	18
0	0
0	0
0	590
0	669
0	629
1	591
0	674
0	676
0	178
0	139
0	172
0	181
0	176
0	185
1	0
6	941
14	934
0	913
0	915
0	0
0	0
0	0
0	0
0	0
0	482
25	482
3	470
7	335
0	330
0	335
0	335
0	329
0	334
0	334
331	331
2	617
0	0
0	0
0	0
1350	6583
0	6583
0	1
0	1
0	1
0	1
0	1
0	1
763	10666
8	10666
0	17
0	14
0	15
0	15
0	17
0	0
0	0
0	0
5	1354
62	960
23	921
14	1324
0	1315
0	1578
0	1579
0	1584
2	1585
1	0
0	324
0	324
15	541
0	541
0	0
0	205
26	205
5	0
2	1250
0	1250
1	0
1	938
0	938
0	447
282	0
0	0
1	0
391	0
4	989
1	989
0	0
0	0
0	1
0	1
3	326
0	326
0	326
467	0
0	151
0	151
4	316
0	316
107	136
0	136
0	338
0	344
0	459
0	453
0	0
0	0
8	988
0	992
0	964
0	996
3	971
0	973
0	982
556	0
12	103
0	103
28	862
0	649
0	0
0	0
1	269
0	269
0	1459
8	1459
0	0
0	12
3	151
0	151
0	72
0	72
0	72
0	62
1	69
0	51
0	51
1	542
0	522
0	472
0	43
66	43
1	31
4	1925
1	1809
0	1948
2	1748
5	1748
0	1741
0	1741
0	2
0	1
0	2
0	2
0	1
0	1
5676	0
245	0
1	0
0	0
0	1191
0	1197
1	1196
0	1197
2	0
0	253
1	253
14358	0
6	3
1	260
0	259
0	260
0	0
0	188
0	186
95	12
709	0
0	5
1	5
0	0
1034	0
23724	154159
1	0
0	0
0	49
1	116
0	110
0	45
0	112
0	46
0	113
0	18
0	17
0	79
0	60
0	67
14	0
52	0
0	41
0	102
0	0
0	0
0	0
4	259
0	259
34	0
0	349
2	347
0	349
0	289
23	0
0	682
2	658
7	676
436	2
1	0
0	0
0	0
0	0
0	0
7	10
0	0
0	706
0	686
1	587
0	645
0	264
0	264
0	263
74	1129
0	1057
20	1092
10	0
0	0
12	0
0	0
1	1
338	0
264	0
28	0
0	1
0	0
0	1
558	22
319	0
0	0
1540	0
77	0
0	190
1	190
1	130
0	124
2	130
1	0
0	242
22	242
64	0
3	513
0	513
0	0
34	0
268	0
0	83
0	83
0	81
57	125
1	66
0	120
0	45
1	62
69	2657
9	2657
0	2464
1	2443
114	11709
