UniqueCount	AmbigCount
0	1877
20	1953
0	1878
0	1970
10	1963
7	1981
0	1893
0	1890
0	1885
0	67
0	64
2	0
0	477
13	497
0	58
1	155
0	60
2	1182
174	1181
131	0
35	0
0	1
0	1
0	165
67	204
0	155
0	7
0	7
0	7
0	0
0	0
0	0
44	0
552	0
1	0
0	3
4	3
0	2069
34	2069
0	0
348	0
18	0
258	0
111	2
3	44
0	27
0	176
1	175
4	276
0	468
92	483
14	0
168	0
0	67
0	79
0	85
0	68
0	65
0	47
0	72
0	79
0	12
0	71
0	88
0	84
0	77
0	47
0	65
0	87
0	79
0	70
0	79
0	0
0	90
0	90
0	87
0	85
82	6
3	150
0	150
65	382
0	382
20	487
7	509
4	498
0	520
86	0
942	0
0	11
0	5
6	13
1	517
15	518
493	517
1	518
0	74
3	74
0	110
0	124
0	102
0	401
0	398
264	5
82	0
1886	0
0	88
0	86
0	105
0	88
3	100
0	88
1	61
0	36
0	688
4	565
0	499
5	425
44	558
0	677
0	688
8	565
0	2
1	2
0	48
0	48
12	345
3	345
0	328
0	72
0	72
1480	246
6	246
292	0
270	0
0	0
0	146
7	146
0	0
120	0
935	0
32	83
0	305
0	374
0	97
0	104
0	305
0	391
0	390
1428	0
12	515
0	510
0	1089
0	1089
0	0
139	6
0	39
5	14
1	14
0	0
2822	0
7	0
5	0
51	0
0	117
0	90
0	0
307	0
1	99
45	99
0	744
0	743
3	744
18	745
5	744
437	0
0	20
0	17
0	19
0	1
0	1
0	429
1	482
0	449
0	429
1	486
0	487
0	176
0	125
0	162
0	180
0	173
0	181
0	1
1	960
20	949
0	937
0	938
0	2
0	2
0	2
0	4
0	4
1	367
21	367
1	350
4	167
0	162
0	166
0	167
0	161
0	167
0	166
239	319
1	503
0	0
0	0
0	0
867	2963
0	2963
0	1
0	1
0	1
0	1
0	1
0	1
216	6016
3	6016
0	13
0	11
0	12
0	12
0	13
0	3
0	3
0	3
6	589
43	382
17	370
4	581
0	568
0	1290
0	1290
0	1299
0	1299
0	0
0	159
0	159
7	166
0	166
0	0
0	123
19	123
5	0
0	1163
0	1163
0	0
0	711
0	711
0	409
147	0
4	0
0	0
248	0
4	702
0	702
1	0
0	0
0	4
0	4
1	233
0	233
0	233
305	0
0	124
0	124
6	189
1	189
38	37
0	37
0	444
0	447
0	571
0	568
0	0
0	0
10	1587
0	1587
0	1566
0	1590
9	1570
0	1571
2	1574
477	0
7	72
0	72
9	719
0	527
0	0
0	0
1	192
0	192
0	1106
1	1106
0	0
1	9
3	115
0	115
0	35
0	35
0	35
0	26
0	34
0	23
0	23
2	379
0	361
0	328
0	28
44	28
2	25
1	1392
0	1310
0	1403
4	1399
4	1399
0	1399
0	1398
0	49
0	45
0	47
0	48
0	45
0	43
3653	0
132	0
0	0
1	0
0	904
0	911
1	910
0	913
0	0
0	146
4	146
16384	0
10	1
0	170
0	168
0	170
1	0
0	186
0	183
58	19
290	0
