UniqueCount	AmbigCount
0	2903
43	3084
0	2920
0	3149
20	3127
18	3166
0	2936
0	2914
0	2908
0	262
0	227
0	0
0	802
7	845
0	96
2	289
0	101
0	907
216	906
400	0
53	0
0	3
1	3
0	451
102	482
0	426
0	3
1	3
0	3
1	11
0	8
0	11
71	0
762	0
0	0
0	13
2	14
0	4892
167	4892
0	0
654	0
0	0
572	4
196	6
5	88
0	39
3	327
1	357
13	607
0	796
76	810
25	0
528	0
0	158
0	143
0	164
0	158
0	147
0	106
0	166
0	171
2	30
0	166
0	175
0	149
0	166
2	106
0	150
0	175
0	171
0	165
0	171
0	0
0	221
0	223
0	221
3	218
303	6
15	629
0	629
31	510
0	510
17	678
4	734
10	702
0	759
178	0
1205	0
0	62
0	56
27	64
0	1824
78	1827
1126	1823
1	1828
0	207
4	207
0	307
0	370
0	312
0	918
0	914
438	10
88	0
1967	0
0	116
0	113
0	126
0	116
2	124
0	116
1	114
0	87
0	1785
3	1611
2	1421
5	1208
254	1593
2	1765
3	1785
25	1611
0	3
0	3
0	48
0	48
27	515
8	515
0	489
0	159
0	159
2161	443
16	443
370	0
620	0
1	0
0	210
30	210
0	0
246	0
1386	0
119	509
0	808
0	959
1	226
2	231
0	812
1	1000
0	994
2596	0
0	0
0	0
0	1866
0	1866
0	0
412	29
0	7
5	14
0	14
0	0
2928	0
14	0
1	0
175	0
1	84
0	46
0	0
745	0
2	157
63	157
0	3633
0	3629
10	3630
99	3629
88	3631
2921	0
0	26
0	24
0	26
0	1
0	1
0	1034
1	1120
0	1066
0	1032
5	1132
0	1141
0	253
0	209
0	230
0	261
0	249
0	265
1	4
2	1889
48	1876
1	1836
0	1839
0	0
0	0
0	0
0	2
0	2
3	724
23	723
6	702
2	282
0	277
0	282
0	282
0	276
0	281
0	281
603	414
1	619
2	0
0	1
0	1
1140	5852
0	5852
0	0
0	0
0	0
0	0
0	0
0	0
721	11566
5	11566
0	42
0	37
0	38
0	38
0	43
0	2
0	2
0	2
17	2057
181	1614
41	1570
16	2019
0	2031
0	3518
0	3521
0	3539
3	3542
0	0
0	301
0	301
25	518
0	518
0	0
0	243
42	243
10	0
4	1113
0	1113
2	0
0	696
0	696
0	340
338	0
0	0
0	0
546	0
13	1419
0	1419
0	0
0	0
0	5
0	5
2	400
0	401
0	403
1458	0
0	221
1	221
5	378
2	378
113	207
0	207
0	673
0	699
0	863
0	837
0	0
0	0
19	1314
0	1321
0	1280
0	1330
3	1291
0	1296
0	1302
1416	0
7	150
0	150
20	1042
0	908
0	0
0	0
0	199
2	199
0	2438
8	2438
0	0
0	14
5	236
0	236
0	77
0	77
0	77
0	69
0	72
0	59
0	59
1	798
0	781
0	721
0	104
61	104
6	82
7	2508
3	2390
0	2537
2	2523
8	2522
0	2517
0	2514
0	10
0	11
0	10
0	10
0	11
0	11
11111	0
318	0
0	0
2	0
0	2053
0	2070
1	2068
0	2075
0	0
0	246
0	246
16841	0
3	2
2	605
0	597
0	605
3	0
0	260
0	261
119	12
648	0
0	0
0	0
0	0
1433	0
20322	133170
0	0
0	0
0	32
0	81
0	77
0	31
0	78
0	31
0	77
0	10
0	9
0	170
0	143
0	157
28	0
76	0
1	24
0	101
0	0
0	0
0	0
6	354
0	354
54	0
0	612
8	600
2	612
1	519
19	0
0	984
5	933
2	975
570	2
0	0
0	0
0	0
0	0
0	0
15	8
0	0
0	982
0	949
2	830
0	895
1	462
1	462
0	461
136	2387
0	2244
46	2274
10	2
0	0
11	0
3	0
9	2
480	0
279	0
54	0
0	7
0	5
0	7
559	19
570	0
