UniqueCount	AmbigCount
0	5093
48	5153
0	5111
1	5230
20	5191
36	5246
0	5134
0	5110
0	5099
5	94
0	94
0	0
0	786
28	846
0	122
3	126
0	125
0	677
73	677
248	0
95	0
0	6
0	6
0	208
161	208
0	190
0	6
0	6
0	6
0	1
0	1
0	1
18	0
977	0
0	0
0	9
4	9
0	2694
9	2694
0	0
623	0
3	0
487	0
110	0
3	45
0	45
1	199
0	198
7	332
0	1118
341	1118
24	0
350	0
0	67
0	80
0	86
0	71
0	63
0	40
0	72
0	68
6	16
0	68
0	91
0	88
0	67
0	40
0	66
0	87
0	68
0	68
0	68
0	0
2	223
0	232
0	231
0	229
121	3
3	242
0	242
147	516
0	516
37	711
2	728
6	722
1	741
134	0
1043	0
0	10
0	6
9	13
0	490
13	491
1004	490
0	491
0	90
0	90
0	177
0	202
0	164
7	481
0	481
329	0
138	0
2757	0
0	106
0	106
0	140
0	105
0	139
0	105
4	37
0	37
0	731
2	544
0	444
3	449
26	539
0	721
1	731
4	544
0	2
0	2
0	7
0	7
11	257
1	257
0	255
0	65
0	65
1612	124
7	124
556	0
333	0
0	0
0	72
47	72
0	0
55	0
3615	0
1020	1015
0	243
0	415
0	200
0	208
0	241
3	427
0	427
1731	0
0	0
0	0
0	1339
0	1339
0	0
203	0
0	2
0	21
1	21
0	0
8623	0
0	0
0	0
61	0
2	211
0	143
0	0
436	0
0	39
36	39
0	1198
0	1198
4	1201
23	1200
12	1199
347	0
0	36
0	30
0	35
0	0
0	0
0	654
2	738
0	682
0	653
4	740
0	740
1	268
0	159
0	259
0	292
0	267
0	290
0	0
0	1184
24	1163
1	1170
0	1170
0	1
1	1
0	1
0	3
0	3
0	367
43	367
0	342
8	119
0	118
0	118
0	119
0	116
0	118
0	117
517	1
0	859
0	0
0	0
0	0
1307	2846
0	2846
0	1
0	1
0	1
0	1
0	1
0	1
242	8134
1	8134
0	10
0	11
0	10
0	11
0	11
0	0
0	0
0	0
13	1564
326	1090
43	1079
1	1557
0	1496
0	1717
0	1717
0	1719
14	1719
2	0
0	87
0	87
7	322
0	322
0	0
0	121
53	121
1	0
0	2066
0	2066
1	0
0	99
0	99
0	83
287	0
0	0
0	0
301	0
0	883
0	883
0	0
0	0
0	7
0	7
0	330
0	331
0	331
401	0
0	166
0	166
20	257
0	257
98	105
0	105
0	406
0	423
0	552
0	535
0	0
0	0
42	2791
0	2794
0	2771
0	2794
18	2773
0	2772
0	2773
510	0
3	196
0	196
12	922
0	921
0	0
0	0
0	374
0	374
0	1669
4	1669
0	0
0	0
0	151
0	151
0	85
1	80
0	85
0	69
0	78
0	45
0	45
6	448
0	448
0	405
0	63
83	63
0	46
4	2584
0	2403
0	2612
0	1541
1	1539
0	1537
0	1534
0	1225
0	1251
0	1202
0	1176
0	1209
0	1228
2	0
297	0
0	0
0	0
0	1311
0	1313
0	1313
0	1314
0	0
0	169
3	169
15355	0
6	0
0	240
0	239
0	240
0	0
0	284
0	282
134	1
340	0
0	0
0	0
0	0
1028	0
17356	99562
2	0
0	0
0	9
0	13
0	12
0	9
0	13
0	9
0	13
0	5
0	5
6	34
0	32
0	34
0	0
112	0
0	7
2	7
0	1
0	1
0	1
16	348
0	348
199	0
0	216
1	216
0	216
0	152
18	0
0	784
8	754
5	780
381	0
1	0
1	0
0	0
0	0
0	0
1	0
0	0
0	889
1	811
0	772
0	818
0	188
1	188
1	188
128	645
0	562
6	631
10	0
1	0
20	0
3	0
0	0
484	0
376	0
5	0
0	7
2	0
0	7
414	0
275	0
0	0
130	0
76	0
0	174
11	174
0	190
1	178
1	191
6	0
0	181
6	181
81	0
0	473
0	473
0	0
27	0
247	0
0	73
0	73
0	68
73	118
0	55
0	117
0	31
0	54
109	3776
8	3774
0	3680
0	3635
148	19632
0	19632
31	0
354	0
0	0
0	23129
304	23129
0	0
0	1
1	0
480	0
8	7033
2	7034
9	7033
9	7036
0	0
0	18
8	18
1933	0
0	76
1	76
0	76
820	0
0	252
52	252
1	0
1383	0
0	1
0	1
0	0
1	0
0	0
0	94
0	114
0	95
6	115
13	2976
0	2976
211	0
0	438
3	350
0	438
12512	0
48	0
22	1735
9	1735
3	18
0	18
0	7
0	7
0	7
0	7
277	0
2	0
0	0
0	1
0	1
1	288
0	270
0	2
0	2
2	0
0	173
0	64
0	160
0	91
0	175
0	89
0	66
7	162
233	0
0	0
4	1197
682	1176
0	952
0	2011
0	2007
0	2012
14	2015
0	2011
0	1999
0	1917
0	2006
0	1998
9	14837
140	14844
0	14844
0	0
0	0
0	0
113	0
0	791
59	880
0	108
0	857
7	108
0	0
0	0
0	59
1	59
0	124
0	124
0	0
528	0
1	22
0	20
0	1
0	3
0	3
0	260
0	260
32	0
0	0
0	326
17	326
3	304
0	304
1979	42287
25	39876
0	28810
2	42009
0	42287
0	40571
43	28741
0	28640
0	38629
0	0
26	1972
8	1958
0	1973
0	467
0	466
19	2808
0	2750
4	1614
0	2873
0	2828
0	2828
0	2710
0	2802
0	2825
75	0
175	1016
0	1014
0	1016
191	0
419	0
0	0
230	426
0	426
325	0
0	22
0	22
0	204
2	146
0	205
1	205
0	1171
2	1171
0	3
0	3
21	343
10	343
300	0
38	1356
0	1356
0	0
3	0
2	2663
0	2663
0	0
0	0
0	0
0	0
408	0
62	0
7	300
0	285
1	300
2	277
0	285
147	0
347	0
9	0
0	5502
136	5502
0	11
3	15
0	15
2	0
0	0
39783	0
0	55
0	55
0	56
0	34
0	56
0	55
0	59
0	33
0	56
0	3
0	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	75
0	75
0	0
0	0
1182	0
181	0
172	0
