UniqueCount	AmbigCount
0	1838
24	1918
0	1836
0	1929
7	1930
6	1941
0	1850
0	1846
0	1843
0	80
0	71
34	0
0	420
14	451
0	48
1	194
0	51
0	693
64	692
130	0
34	0
0	1
0	1
0	84
58	108
0	72
0	2
0	2
1	2
0	5
0	0
0	5
133	0
529	0
0	0
0	5
0	5
0	2110
30	2110
1	0
293	0
0	0
280	3
78	1
1	26
0	12
1	232
2	230
2	319
0	439
119	456
36	0
173	0
0	114
0	127
0	137
0	115
0	106
0	62
0	118
0	120
0	18
0	117
0	143
0	134
0	118
0	62
0	112
0	142
0	120
0	115
0	120
0	0
0	103
0	104
0	104
0	101
59	4
2	134
0	134
65	301
0	301
6	342
2	358
3	352
0	368
64	0
690	0
0	15
0	10
7	18
1	348
15	351
539	347
0	352
0	94
2	94
0	87
0	102
0	88
0	298
0	290
192	1
77	0
1342	0
0	57
0	55
0	63
0	57
1	61
0	56
3	76
0	20
0	601
5	478
0	413
0	376
25	473
0	600
0	601
6	478
0	2
0	2
0	43
0	43
9	197
2	197
0	193
0	51
0	51
1124	152
7	152
277	0
211	0
0	0
0	93
4	93
0	0
155	0
1035	0
116	373
0	324
0	454
0	157
0	165
0	328
1	463
0	461
921	0
0	0
0	0
0	902
0	902
0	0
140	4
0	4
1	20
1	20
0	0
2856	0
4	0
0	0
56	0
1	69
0	56
0	0
282	0
0	68
69	68
0	487
0	487
1	487
11	487
4	487
1251	0
0	12
0	11
0	12
0	1
0	1
0	332
1	356
0	341
0	332
2	362
0	364
0	143
0	91
0	139
0	155
0	145
0	157
2	4
2	917
19	910
0	905
0	906
0	3
0	3
0	3
0	6
0	6
0	238
24	238
0	216
10	144
0	142
0	144
0	144
0	141
0	143
0	143
151	322
0	562
2	0
0	0
0	0
1028	3308
0	3308
0	0
0	0
0	0
0	0
0	0
0	0
227	6371
5	6371
0	12
0	12
0	11
0	12
0	13
0	0
0	0
0	0
5	419
36	254
15	243
2	408
0	397
0	1058
0	1058
0	1064
2	1064
1	0
0	200
1	200
4	176
0	176
0	0
0	175
83	175
6	0
2	910
0	910
0	0
0	775
0	775
0	470
161	0
1	0
0	0
176	0
3	480
0	480
0	0
0	0
0	48
0	48
0	214
0	214
0	214
315	0
0	113
0	113
7	181
1	181
49	48
0	48
0	270
0	275
0	376
0	371
0	0
0	0
5	911
0	915
0	898
0	915
5	901
0	901
0	900
466	0
2	76
0	76
8	577
0	459
0	0
0	0
0	194
0	194
0	591
3	591
0	2
2	15
3	96
0	96
0	75
0	75
0	75
0	63
1	70
0	31
0	31
3	311
0	299
0	259
0	11
43	11
0	8
2	839
1	792
0	845
3	917
1	917
0	916
0	916
0	29
0	30
0	29
0	29
0	30
0	30
7136	0
139	0
1	0
1	0
0	661
0	663
1	663
0	664
0	0
0	106
1	106
19201	0
6	4
0	146
0	146
0	146
0	0
0	197
0	192
50	14
323	0
0	0
0	0
0	0
751	0
32677	197835
2	0
0	0
0	33
0	64
0	62
0	32
0	62
0	32
0	63
0	14
0	14
0	164
0	148
0	148
4	2
51	0
0	8
0	66
0	0
0	0
0	0
4	154
0	154
49	0
0	214
1	213
0	214
0	143
4	0
0	388
1	375
2	384
194	5
1	0
0	0
0	0
0	0
0	0
8	16
0	0
0	574
0	549
0	510
0	543
0	99
0	99
0	99
140	570
0	496
8	546
3	1
0	0
13	0
12	0
1	1
213	0
122	0
5	0
0	4
0	0
0	4
299	19
243	0
0	0
771	0
38	0
0	104
2	104
2	89
0	82
0	89
0	0
0	199
7	199
38	0
0	308
0	308
0	0
15	0
113	0
0	54
0	54
0	53
92	158
0	67
0	154
0	44
1	63
39	2089
4	2089
0	1981
0	1969
129	13056
0	13056
40	0
183	0
0	0
0	5484
475	5484
0	0
0	0
3	0
234	0
1	3792
2	3818
6	3817
1	3818
0	0
1	13
3	13
982	0
0	20
0	21
0	21
417	0
0	128
23	128
1	1
1005	27
0	1
0	1
0	0
1	0
2	0
0	61
0	74
0	62
2	75
11	971
0	971
114	38
0	490
1	402
0	490
10432	0
21	0
4	560
7	560
2	10
1	10
0	3
0	3
0	3
0	3
173	0
0	0
0	0
0	0
0	0
1	95
0	87
0	0
0	0
17	0
0	59
0	29
0	59
0	47
0	59
0	46
0	32
1	57
80	6
5	0
0	470
275	459
0	386
0	1612
0	1617
0	1613
0	1643
0	1609
0	1610
0	1559
0	1612
0	1605
15	18586
122	18729
0	18729
0	0
0	0
0	0
49	0
0	575
20	612
0	138
0	603
0	138
0	0
0	0
0	38
1	38
0	1288
0	1288
0	0
336	0
0	0
0	0
0	0
0	0
0	0
0	195
0	195
25	0
0	0
0	42
1	61
0	157
0	153
867	42661
22	40775
0	34080
21	42371
1	42653
0	42024
39	34033
0	33804
0	40895
1	0
8	703
1	696
0	702
0	216
0	216
4	705
0	690
0	435
0	721
0	720
0	720
0	669
0	706
0	711
96	0
44	467
0	465
1	467
121	0
134	3
0	0
82	180
0	180
246	0
0	12
0	12
0	133
0	78
0	133
1	133
6	743
3	743
0	1
0	1
6	230
3	230
271	2
9	1305
0	1305
1	0
0	0
4	1898
0	1898
0	0
0	0
0	0
1	0
270	0
41	0
